id,timestamp,user,ip_address,action,status,location,device,failed_attempts,session_duration_min,bytes_transferred,anomaly_label
201,2024-01-12T11:31:13,user_033,45.142.212.100,LOGIN,SUCCESS,"Moscow, Russia",Ubuntu 22.04,0,30,50000,impossible_travel
202,2024-01-12T11:41:40,user_043,172.26.105.108,LOGIN,SUCCESS,"Chicago, US",MacOS Ventura,0,407,37100,normal
203,2024-01-12T13:11:07,user_024,192.168.154.92,ADMIN_PANEL,FAILURE,"Chicago, US",iOS 17,1,414,27739,normal
204,2024-01-12T13:37:23,user_032,10.239.196.237,LOGIN,SUCCESS,"New York, US",Windows 10,0,10,5000,impossible_travel
205,2024-01-12T13:44:41,user_017,172.31.98.61,SSH_LOGIN,SUCCESS,"New York, US",Windows 10,0,366,29551,normal
206,2024-01-12T13:48:19,user_028,192.168.79.58,LOGOUT,SUCCESS,"Austin, US",iOS 17,1,279,45243,normal
207,2024-01-12T13:52:23,user_032,185.234.218.21,LOGIN,SUCCESS,"Moscow, Russia",Ubuntu 22.04,0,30,50000,impossible_travel
208,2024-01-12T14:41:11,user_022,192.168.248.20,ADMIN_PANEL,SUCCESS,"Los Angeles, US",Ubuntu 22.04,0,139,3744843,privilege_escalation
209,2024-01-12T14:53:17,user_041,172.24.63.76,LOGIN,SUCCESS,"Los Angeles, US",Ubuntu 22.04,0,384,29056,normal
210,2024-01-12T15:08:11,user_043,192.168.6.38,LOGOUT,SUCCESS,"New York, US",iOS 17,1,160,15482,normal
211,2024-01-12T16:54:21,user_024,192.168.198.48,SSH_LOGIN,SUCCESS,"Chicago, US",MacOS Ventura,0,288,2677,normal
212,2024-01-12T18:36:49,user_007,10.239.196.237,SSH_LOGIN,SUCCESS,"Los Angeles, US",iOS 17,1,8,11136,normal
213,2024-01-13T11:12:26,user_022,192.168.64.87,PASSWORD_CHANGE,SUCCESS,"Seattle, US",Ubuntu 22.04,1,157,15667,normal
214,2024-01-13T11:32:47,user_017,172.29.110.41,PASSWORD_CHANGE,SUCCESS,"Seattle, US",MacOS Ventura,1,196,25733,normal
215,2024-01-13T11:40:13,user_049,172.23.72.7,DATA_EXPORT,SUCCESS,"Los Angeles, US",MacOS Ventura,0,85,275,normal
216,2024-01-13T12:24:55,user_004,10.192.131.0,ADMIN_PANEL,SUCCESS,"Los Angeles, US",Ubuntu 22.04,1,102,10542,normal
217,2024-01-13T12:26:28,user_015,91.92.248.11,LOGIN,FAILURE,"Moscow, Russia",iOS 17,1,0,0,brute_force
218,2024-01-13T12:26:58,user_015,91.92.248.11,LOGIN,FAILURE,"Bucharest, Romania",MacOS Ventura,2,0,0,brute_force
219,2024-01-13T12:27:28,user_015,91.92.248.11,LOGIN,FAILURE,"Amsterdam, Netherlands",Ubuntu 22.04,3,0,0,brute_force
220,2024-01-13T12:27:58,user_015,91.92.248.11,LOGIN,FAILURE,"Bucharest, Romania",Ubuntu 22.04,4,0,0,brute_force
221,2024-01-13T12:28:28,user_015,91.92.248.11,LOGIN,FAILURE,"Amsterdam, Netherlands",MacOS Ventura,5,0,0,brute_force
222,2024-01-13T12:28:58,user_015,91.92.248.11,LOGIN,FAILURE,"Amsterdam, Netherlands",iOS 17,6,0,0,brute_force
223,2024-01-13T12:29:28,user_015,91.92.248.11,LOGIN,FAILURE,"Amsterdam, Netherlands",MacOS Ventura,7,0,0,brute_force
224,2024-01-13T12:29:58,user_015,91.92.248.11,LOGIN,FAILURE,"Bucharest, Romania",Ubuntu 22.04,8,0,0,brute_force
225,2024-01-13T12:30:28,user_015,91.92.248.11,LOGIN,FAILURE,"Shanghai, China",Android 14,9,0,0,brute_force
226,2024-01-13T12:30:58,user_015,91.92.248.11,LOGIN,FAILURE,"Moscow, Russia",iOS 17,10,0,0,brute_force
227,2024-01-13T12:31:28,user_015,91.92.248.11,LOGIN,FAILURE,"Shanghai, China",Ubuntu 22.04,11,0,0,brute_force
228,2024-01-13T12:51:47,user_007,10.148.206.142,ADMIN_PANEL,SUCCESS,"Chicago, US",Android 14,1,344,31982,normal
229,2024-01-13T13:34:57,user_044,172.17.78.30,FILE_ACCESS,SUCCESS,"Chicago, US",MacOS Ventura,0,439,29900,normal
230,2024-01-13T14:36:35,user_004,192.168.78.214,LOGOUT,SUCCESS,"New York, US",iOS 17,0,155,43486,normal
231,2024-01-13T15:55:44,user_001,192.168.154.92,DATA_EXPORT,SUCCESS,"Los Angeles, US",Windows 10,0,449,34875,normal
232,2024-01-13T16:28:44,user_009,172.31.157.133,PASSWORD_CHANGE,SUCCESS,"Chicago, US",iOS 17,1,223,30675,normal
233,2024-01-13T16:43:25,user_031,192.168.64.87,ADMIN_PANEL,SUCCESS,"Los Angeles, US",iOS 17,0,231,3656562,privilege_escalation
234,2024-01-13T18:13:30,user_034,172.28.100.147,DATA_EXPORT,FAILURE,"Chicago, US",MacOS Ventura,0,386,36117,normal
235,2024-01-13T19:14:34,user_007,172.28.100.147,LOGOUT,SUCCESS,"Los Angeles, US",Android 14,0,290,49199,normal
236,2024-01-13T19:44:28,user_029,172.31.157.133,LOGIN,SUCCESS,"New York, US",Windows 10,1,336,7267,normal
237,2024-01-14T03:36:01,user_029,2.58.56.201,FILE_ACCESS,SUCCESS,"Amsterdam, Netherlands",Ubuntu 22.04,0,152,690509,unusual_time
238,2024-01-14T04:21:09,user_042,91.92.248.11,FILE_ACCESS,SUCCESS,"Moscow, Russia",MacOS Ventura,0,155,722234,unusual_time
239,2024-01-14T08:31:14,user_030,192.168.48.203,DATA_EXPORT,SUCCESS,"Los Angeles, US",iOS 17,0,127,31606,normal
240,2024-01-14T08:38:45,user_007,10.91.66.201,PASSWORD_CHANGE,SUCCESS,"Los Angeles, US",Android 14,0,331,33451,normal
241,2024-01-14T08:41:15,user_044,172.22.144.9,LOGOUT,SUCCESS,"New York, US",Android 14,1,127,4415,normal
242,2024-01-14T08:54:30,user_025,192.168.187.145,LOGOUT,SUCCESS,"Austin, US",Ubuntu 22.04,1,425,15015,normal
243,2024-01-14T09:10:28,user_010,172.22.125.151,FILE_ACCESS,SUCCESS,"Seattle, US",Ubuntu 22.04,0,236,20305,normal
244,2024-01-14T09:11:27,user_009,10.39.240.134,PASSWORD_CHANGE,SUCCESS,"Austin, US",Windows 10,0,50,23294,normal
245,2024-01-14T09:22:43,user_030,10.80.134.203,ADMIN_PANEL,SUCCESS,"New York, US",iOS 17,0,265,602546,privilege_escalation
246,2024-01-14T09:23:38,user_007,192.168.80.56,SSH_LOGIN,SUCCESS,"Los Angeles, US",Ubuntu 22.04,0,282,7077,normal
247,2024-01-14T10:24:27,user_044,192.168.242.146,SSH_LOGIN,SUCCESS,"New York, US",Windows 10,1,247,11872,normal
248,2024-01-14T10:32:14,user_014,192.168.6.38,SSH_LOGIN,SUCCESS,"Seattle, US",Android 14,0,218,30278,normal
249,2024-01-14T11:12:34,user_016,10.39.240.134,LOGOUT,SUCCESS,"Chicago, US",iOS 17,0,452,5040,normal
250,2024-01-14T11:17:28,user_012,10.132.205.99,FILE_ACCESS,SUCCESS,"New York, US",iOS 17,1,363,7503,normal
251,2024-01-14T11:38:12,user_032,192.168.80.56,FILE_ACCESS,SUCCESS,"Los Angeles, US",Ubuntu 22.04,1,156,10610,normal
252,2024-01-14T12:06:32,user_035,10.132.205.99,LOGOUT,SUCCESS,"Los Angeles, US",Windows 10,0,223,25356,normal
253,2024-01-14T12:45:38,user_036,10.239.148.215,LOGIN,SUCCESS,"Austin, US",iOS 17,1,421,21079,normal
254,2024-01-14T13:04:39,user_019,10.148.206.142,LOGIN,SUCCESS,"New York, US",Windows 10,0,96,28190,normal
255,2024-01-14T14:06:22,user_006,10.239.196.237,PASSWORD_CHANGE,SUCCESS,"New York, US",iOS 17,0,477,24907,normal
256,2024-01-14T14:36:22,user_016,10.211.183.83,FILE_ACCESS,FAILURE,"Chicago, US",Windows 10,1,145,630,normal
257,2024-01-14T18:19:38,user_019,192.168.198.48,FILE_ACCESS,SUCCESS,"Austin, US",iOS 17,1,425,43401,normal
258,2024-01-14T18:38:38,user_025,172.31.157.133,PASSWORD_CHANGE,SUCCESS,"Austin, US",Android 14,0,145,26174,normal
259,2024-01-14T18:46:07,user_037,192.168.187.145,DATA_EXPORT,SUCCESS,"New York, US",Windows 10,0,28,31017,normal
260,2024-01-14T18:47:19,user_034,192.168.91.73,PASSWORD_CHANGE,SUCCESS,"Los Angeles, US",Ubuntu 22.04,0,103,18880,normal
261,2024-01-14T18:47:35,user_040,192.168.187.145,DATA_EXPORT,SUCCESS,"Austin, US",MacOS Ventura,1,359,43648,normal
262,2024-01-14T19:32:39,user_045,10.81.82.76,LOGOUT,FAILURE,"Seattle, US",MacOS Ventura,0,66,8770,normal
263,2024-01-15T08:00:54,user_007,172.22.145.226,DATA_EXPORT,SUCCESS,"Chicago, US",Ubuntu 22.04,1,323,17683,normal
264,2024-01-15T09:17:49,user_037,192.168.4.248,SSH_LOGIN,FAILURE,"Seattle, US",Windows 10,1,284,14422,normal
265,2024-01-15T10:07:22,user_047,192.168.198.48,LOGOUT,SUCCESS,"Los Angeles, US",MacOS Ventura,1,293,43559,normal
266,2024-01-15T10:41:30,user_001,172.22.125.151,DATA_EXPORT,SUCCESS,"Seattle, US",iOS 17,1,321,40518,normal
267,2024-01-15T11:46:28,user_005,10.223.175.92,PASSWORD_CHANGE,SUCCESS,"Los Angeles, US",Ubuntu 22.04,0,403,7317,normal
268,2024-01-15T12:59:02,user_001,192.168.242.146,SSH_LOGIN,SUCCESS,"New York, US",Ubuntu 22.04,1,460,3123,normal
269,2024-01-15T15:02:04,user_027,172.23.72.7,DATA_EXPORT,SUCCESS,"Seattle, US",Android 14,0,347,22270,normal
270,2024-01-15T17:39:50,user_007,10.221.177.204,SSH_LOGIN,SUCCESS,"Seattle, US",Windows 10,0,327,7837,normal
271,2024-01-16T09:05:54,user_046,172.26.105.108,LOGOUT,SUCCESS,"Seattle, US",MacOS Ventura,0,361,12175,normal
272,2024-01-16T09:30:26,user_028,172.29.110.41,PASSWORD_CHANGE,SUCCESS,"Los Angeles, US",Android 14,1,361,8549,normal
273,2024-01-16T09:48:06,user_024,192.168.224.150,SSH_LOGIN,SUCCESS,"Austin, US",iOS 17,0,134,13690,normal
274,2024-01-16T10:48:26,user_018,192.168.79.58,DATA_EXPORT,SUCCESS,"Los Angeles, US",iOS 17,0,478,38241,normal
275,2024-01-16T12:30:44,user_036,192.168.167.144,LOGOUT,SUCCESS,"New York, US",Ubuntu 22.04,1,343,6717,normal
276,2024-01-16T12:36:47,user_029,192.168.48.203,ADMIN_PANEL,SUCCESS,"Los Angeles, US",Android 14,0,184,19708,normal
277,2024-01-16T14:46:31,user_015,192.168.205.31,SSH_LOGIN,SUCCESS,"Seattle, US",Android 14,1,392,42294,normal
278,2024-01-16T15:19:00,user_004,192.168.248.20,FILE_ACCESS,SUCCESS,"New York, US",Windows 10,1,75,23051,normal
279,2024-01-16T15:36:53,user_022,91.92.248.11,LOGIN,SUCCESS,"Amsterdam, Netherlands",Windows 10,0,12,12870,geo_anomaly
280,2024-01-16T15:58:15,user_048,192.168.64.87,PASSWORD_CHANGE,SUCCESS,"Austin, US",MacOS Ventura,1,402,18650,normal
281,2024-01-16T19:08:30,user_028,10.91.66.201,LOGOUT,SUCCESS,"New York, US",Windows 10,1,193,19711,normal
282,2024-01-16T19:24:22,user_038,192.168.248.20,FILE_ACCESS,SUCCESS,"Los Angeles, US",Ubuntu 22.04,0,132,36367,normal
283,2024-01-17T08:04:41,user_009,192.168.91.73,LOGOUT,SUCCESS,"Austin, US",iOS 17,0,48,9092,normal
284,2024-01-17T09:08:16,user_048,10.211.183.83,SSH_LOGIN,SUCCESS,"Seattle, US",Ubuntu 22.04,0,439,44532,normal
285,2024-01-17T09:45:45,user_030,45.142.212.100,LOGIN,FAILURE,"Bucharest, Romania",iOS 17,1,0,0,brute_force
286,2024-01-17T09:46:15,user_030,45.142.212.100,LOGIN,FAILURE,"Amsterdam, Netherlands",iOS 17,2,0,0,brute_force
287,2024-01-17T09:46:45,user_030,45.142.212.100,LOGIN,FAILURE,"Shanghai, China",Windows 10,3,0,0,brute_force
288,2024-01-17T09:47:15,user_030,45.142.212.100,LOGIN,FAILURE,"Moscow, Russia",Ubuntu 22.04,4,0,0,brute_force
289,2024-01-17T09:47:45,user_030,45.142.212.100,LOGIN,FAILURE,"Bucharest, Romania",Ubuntu 22.04,5,0,0,brute_force
290,2024-01-17T09:48:15,user_030,45.142.212.100,LOGIN,FAILURE,"Bucharest, Romania",MacOS Ventura,6,0,0,brute_force
291,2024-01-17T09:48:45,user_030,45.142.212.100,LOGIN,FAILURE,"Bucharest, Romania",Ubuntu 22.04,7,0,0,brute_force
292,2024-01-17T09:49:15,user_030,45.142.212.100,LOGIN,FAILURE,"Moscow, Russia",Android 14,8,0,0,brute_force
293,2024-01-17T09:49:45,user_030,45.142.212.100,LOGIN,FAILURE,"Shanghai, China",Ubuntu 22.04,9,0,0,brute_force
294,2024-01-17T09:50:15,user_030,45.142.212.100,LOGIN,FAILURE,"Amsterdam, Netherlands",Android 14,10,0,0,brute_force
295,2024-01-17T09:50:45,user_030,45.142.212.100,LOGIN,FAILURE,"Bucharest, Romania",Ubuntu 22.04,11,0,0,brute_force
296,2024-01-17T09:51:15,user_030,45.142.212.100,LOGIN,FAILURE,"Bucharest, Romania",iOS 17,12,0,0,brute_force
297,2024-01-17T09:51:45,user_030,45.142.212.100,LOGIN,FAILURE,"Bucharest, Romania",Android 14,13,0,0,brute_force
298,2024-01-17T09:52:15,user_030,45.142.212.100,LOGIN,FAILURE,"Shanghai, China",MacOS Ventura,14,0,0,brute_force
299,2024-01-17T09:52:45,user_030,45.142.212.100,LOGIN,FAILURE,"Bucharest, Romania",Windows 10,15,0,0,brute_force
300,2024-01-17T09:53:15,user_030,45.142.212.100,LOGIN,FAILURE,"Moscow, Russia",MacOS Ventura,16,0,0,brute_force
301,2024-01-17T09:53:45,user_030,45.142.212.100,LOGIN,FAILURE,"Amsterdam, Netherlands",MacOS Ventura,17,0,0,brute_force
302,2024-01-17T09:54:15,user_030,45.142.212.100,LOGIN,FAILURE,"Moscow, Russia",Ubuntu 22.04,18,0,0,brute_force
303,2024-01-17T09:54:45,user_030,45.142.212.100,LOGIN,FAILURE,"Amsterdam, Netherlands",MacOS Ventura,19,0,0,brute_force
304,2024-01-17T09:55:15,user_030,45.142.212.100,LOGIN,SUCCESS,"Moscow, Russia",iOS 17,20,0,0,brute_force
305,2024-01-17T10:40:03,user_001,10.119.139.160,SSH_LOGIN,SUCCESS,"Austin, US",Android 14,0,432,38834,normal
306,2024-01-17T11:28:04,user_031,10.218.204.113,DATA_EXPORT,SUCCESS,"Seattle, US",Android 14,1,451,17381,normal
307,2024-01-17T12:51:11,user_035,172.22.144.9,DATA_EXPORT,SUCCESS,"Los Angeles, US",Windows 10,1,409,15693,normal
308,2024-01-17T13:04:45,user_007,192.168.4.248,LOGOUT,SUCCESS,"New York, US",iOS 17,1,37,34106,normal
309,2024-01-17T14:23:43,user_013,192.168.223.229,DATA_EXPORT,SUCCESS,"Seattle, US",Ubuntu 22.04,0,16,4325,normal
310,2024-01-17T14:36:47,user_021,192.168.48.203,FILE_ACCESS,SUCCESS,"Seattle, US",MacOS Ventura,1,221,21048,normal
311,2024-01-17T15:56:44,user_019,192.168.78.214,LOGIN,SUCCESS,"Seattle, US",MacOS Ventura,0,164,36199,normal
312,2024-01-17T18:08:37,user_014,192.168.4.248,DATA_EXPORT,SUCCESS,"Los Angeles, US",Ubuntu 22.04,0,225,9612,normal
313,2024-01-17T18:40:49,user_030,10.239.196.237,LOGOUT,SUCCESS,"Los Angeles, US",Ubuntu 22.04,0,279,16172,normal
314,2024-01-17T19:01:37,user_014,192.168.224.150,LOGOUT,SUCCESS,"New York, US",iOS 17,1,399,35144,normal
315,2024-01-17T19:38:07,user_041,172.24.63.76,PASSWORD_CHANGE,FAILURE,"Los Angeles, US",MacOS Ventura,1,478,6564,normal
316,2024-01-17T19:53:47,user_043,192.168.242.146,PASSWORD_CHANGE,SUCCESS,"Austin, US",Android 14,1,14,23863,normal
317,2024-01-18T05:00:20,user_011,2.58.56.201,FILE_ACCESS,SUCCESS,"Moscow, Russia",iOS 17,0,47,105874,unusual_time
318,2024-01-18T08:10:31,user_045,10.239.196.237,PASSWORD_CHANGE,SUCCESS,"Chicago, US",MacOS Ventura,1,69,49237,normal
319,2024-01-18T10:11:36,user_029,10.211.183.83,DATA_EXPORT,SUCCESS,"Los Angeles, US",iOS 17,1,25,14440,normal
320,2024-01-18T10:41:43,user_025,192.168.167.144,LOGIN,SUCCESS,"New York, US",Android 14,0,230,23115,normal
321,2024-01-18T13:26:14,user_037,192.168.6.38,LOGIN,SUCCESS,"New York, US",Windows 10,0,10,5000,impossible_travel
322,2024-01-18T13:41:14,user_037,45.142.212.100,LOGIN,SUCCESS,"Moscow, Russia",Ubuntu 22.04,0,30,50000,impossible_travel
323,2024-01-18T13:51:30,user_046,172.29.110.41,ADMIN_PANEL,SUCCESS,"Seattle, US",MacOS Ventura,1,318,20975,normal
324,2024-01-18T13:53:28,user_012,10.192.131.0,LOGIN,SUCCESS,"New York, US",iOS 17,0,104,25262,normal
325,2024-01-18T14:58:26,user_028,172.22.125.151,SSH_LOGIN,SUCCESS,"Chicago, US",Windows 10,1,79,751,normal
326,2024-01-18T15:22:48,user_022,192.168.6.38,LOGOUT,SUCCESS,"Austin, US",Windows 10,0,119,47755,normal
327,2024-01-18T15:32:43,user_031,192.168.242.146,PASSWORD_CHANGE,SUCCESS,"Austin, US",Windows 10,0,471,48984,normal
328,2024-01-18T16:44:19,user_048,192.168.159.151,ADMIN_PANEL,SUCCESS,"Austin, US",Windows 10,1,61,10316,normal
329,2024-01-18T17:20:23,user_030,10.211.183.83,LOGIN,SUCCESS,"New York, US",Windows 10,0,10,5000,impossible_travel
330,2024-01-18T17:35:23,user_030,2.58.56.201,LOGIN,SUCCESS,"Moscow, Russia",Ubuntu 22.04,0,30,50000,impossible_travel
331,2024-01-18T19:35:34,user_016,172.23.72.7,DATA_EXPORT,SUCCESS,"Seattle, US",iOS 17,1,117,9165,normal
332,2024-01-19T09:52:33,user_050,192.168.242.146,LOGOUT,SUCCESS,"New York, US",iOS 17,1,370,34332,normal
333,2024-01-19T10:17:39,user_005,192.168.223.229,PASSWORD_CHANGE,SUCCESS,"Chicago, US",iOS 17,1,237,33231,normal
334,2024-01-19T10:24:28,user_021,10.80.134.203,SSH_LOGIN,SUCCESS,"Austin, US",Windows 10,0,300,28113,normal
335,2024-01-19T11:19:08,user_045,192.168.132.183,LOGOUT,FAILURE,"Austin, US",Windows 10,0,14,31836,normal
336,2024-01-19T11:53:51,user_037,192.168.78.214,PASSWORD_CHANGE,SUCCESS,"Austin, US",Windows 10,0,33,15345,normal
337,2024-01-19T12:05:11,user_047,185.234.218.21,LOGIN,SUCCESS,"Bucharest, Romania",Ubuntu 22.04,0,43,27041,geo_anomaly
338,2024-01-19T12:37:22,user_048,10.239.196.237,LOGOUT,SUCCESS,"Seattle, US",MacOS Ventura,0,55,37988,normal
339,2024-01-19T13:07:50,user_032,192.168.242.146,ADMIN_PANEL,SUCCESS,"New York, US",iOS 17,0,329,29547,normal
340,2024-01-19T14:15:13,user_036,192.168.187.145,LOGIN,SUCCESS,"New York, US",MacOS Ventura,1,380,1826,normal
341,2024-01-19T15:27:57,user_041,192.168.205.31,ADMIN_PANEL,SUCCESS,"Chicago, US",iOS 17,0,236,2547665,privilege_escalation
342,2024-01-19T15:40:16,user_015,172.22.125.151,FILE_ACCESS,SUCCESS,"Austin, US",Ubuntu 22.04,0,42,29049,normal
343,2024-01-19T16:28:31,user_028,45.142.212.100,LOGIN,SUCCESS,"Bucharest, Romania",Android 14,0,32,86471,geo_anomaly
344,2024-01-19T18:09:04,user_027,192.168.159.151,SSH_LOGIN,FAILURE,"Chicago, US",Android 14,1,337,5363,normal
345,2024-01-19T18:18:14,user_023,192.168.242.146,ADMIN_PANEL,SUCCESS,"New York, US",iOS 17,0,61,14814,normal
346,2024-01-19T19:15:22,user_006,192.168.154.92,PASSWORD_CHANGE,SUCCESS,"Chicago, US",Ubuntu 22.04,0,20,26602,normal
347,2024-01-19T19:33:54,user_047,192.168.176.253,SSH_LOGIN,SUCCESS,"Seattle, US",Windows 10,0,130,31062,normal
348,2024-01-20T08:08:32,user_032,10.223.175.92,FILE_ACCESS,SUCCESS,"Austin, US",Windows 10,1,12,47446,normal
349,2024-01-20T08:15:51,user_013,10.119.139.160,ADMIN_PANEL,SUCCESS,"Austin, US",iOS 17,0,108,10543,normal
350,2024-01-20T08:40:45,user_037,10.239.148.215,PASSWORD_CHANGE,FAILURE,"Austin, US",iOS 17,1,374,48773,normal
351,2024-01-20T10:40:13,user_031,172.31.157.133,PASSWORD_CHANGE,SUCCESS,"Seattle, US",iOS 17,0,418,23790,normal
352,2024-01-20T13:19:23,user_008,10.119.139.160,FILE_ACCESS,SUCCESS,"Los Angeles, US",MacOS Ventura,1,29,20099,normal
353,2024-01-20T15:05:56,user_044,192.168.223.229,LOGIN,FAILURE,"Los Angeles, US",MacOS Ventura,0,398,47191,normal
354,2024-01-20T15:13:21,user_001,10.132.205.99,FILE_ACCESS,SUCCESS,"Austin, US",Ubuntu 22.04,1,361,2179,normal
355,2024-01-20T16:11:15,user_047,192.168.205.31,SSH_LOGIN,SUCCESS,"Chicago, US",MacOS Ventura,1,106,31157,normal
356,2024-01-20T16:54:49,user_044,10.218.204.113,ADMIN_PANEL,SUCCESS,"New York, US",iOS 17,0,100,3391652,privilege_escalation
357,2024-01-20T17:13:44,user_035,192.168.248.20,LOGIN,SUCCESS,"New York, US",Windows 10,0,10,5000,impossible_travel
358,2024-01-20T17:23:51,user_037,172.31.157.133,ADMIN_PANEL,SUCCESS,"Chicago, US",MacOS Ventura,0,369,48584,normal
359,2024-01-20T17:28:44,user_035,95.214.55.0,LOGIN,SUCCESS,"Moscow, Russia",Ubuntu 22.04,0,30,50000,impossible_travel
360,2024-01-20T18:40:51,user_036,10.39.240.134,LOGIN,SUCCESS,"New York, US",MacOS Ventura,0,23,30918,normal
361,2024-01-20T19:11:55,user_046,194.165.16.100,LOGIN,SUCCESS,"Bucharest, Romania",iOS 17,0,58,16653,geo_anomaly
362,2024-01-20T19:34:32,user_001,10.148.206.142,DATA_EXPORT,SUCCESS,"Austin, US",Ubuntu 22.04,0,414,37143,normal
363,2024-01-21T08:09:20,user_038,172.22.125.151,DATA_EXPORT,SUCCESS,"Los Angeles, US",Windows 10,1,189,27593,normal
364,2024-01-21T10:36:32,user_021,172.28.100.147,ADMIN_PANEL,SUCCESS,"Austin, US",Windows 10,0,184,3869732,privilege_escalation
365,2024-01-21T10:59:19,user_033,172.26.105.108,LOGIN,SUCCESS,"New York, US",Windows 10,0,10,5000,impossible_travel
366,2024-01-21T11:14:19,user_033,103.76.228.50,LOGIN,SUCCESS,"Moscow, Russia",Ubuntu 22.04,0,30,50000,impossible_travel
367,2024-01-21T12:00:57,user_012,10.81.82.76,DATA_EXPORT,SUCCESS,"Seattle, US",Windows 10,0,180,22826,normal
368,2024-01-21T12:32:04,user_045,10.239.196.237,ADMIN_PANEL,SUCCESS,"Seattle, US",Ubuntu 22.04,1,360,1892,normal
369,2024-01-21T13:43:22,user_002,10.239.196.237,DATA_EXPORT,SUCCESS,"Seattle, US",Ubuntu 22.04,0,325,16987,normal
370,2024-01-21T13:58:07,user_036,172.26.105.108,SSH_LOGIN,SUCCESS,"New York, US",Ubuntu 22.04,1,25,34360,normal
371,2024-01-21T14:18:41,user_025,192.168.176.253,DATA_EXPORT,SUCCESS,"Chicago, US",iOS 17,1,381,20422,normal
372,2024-01-21T14:22:58,user_045,192.168.64.87,PASSWORD_CHANGE,SUCCESS,"New York, US",Android 14,0,44,47464,normal
373,2024-01-21T15:54:36,user_046,10.209.39.139,PASSWORD_CHANGE,SUCCESS,"Austin, US",iOS 17,0,452,46180,normal
374,2024-01-21T16:46:38,user_033,172.17.78.30,PASSWORD_CHANGE,SUCCESS,"Chicago, US",iOS 17,0,178,19160,normal
375,2024-01-21T17:47:53,user_026,10.119.139.160,PASSWORD_CHANGE,SUCCESS,"Seattle, US",Android 14,1,367,36991,normal
376,2024-01-21T18:16:09,user_019,10.153.239.149,DATA_EXPORT,SUCCESS,"Los Angeles, US",Android 14,0,188,29761,normal
377,2024-01-21T18:32:59,user_026,172.31.98.61,SSH_LOGIN,SUCCESS,"New York, US",Ubuntu 22.04,1,319,14573,normal
378,2024-01-21T19:59:44,user_046,192.168.223.229,LOGOUT,SUCCESS,"Seattle, US",MacOS Ventura,0,107,9201,normal
379,2024-01-22T03:49:40,user_035,91.92.248.11,ADMIN_PANEL,SUCCESS,"Shanghai, China",MacOS Ventura,0,184,665987,unusual_time
380,2024-01-22T08:42:09,user_030,192.168.6.38,LOGIN,SUCCESS,"New York, US",Windows 10,0,10,5000,impossible_travel
381,2024-01-22T08:57:09,user_030,194.165.16.100,LOGIN,SUCCESS,"Moscow, Russia",Ubuntu 22.04,0,30,50000,impossible_travel
382,2024-01-22T10:02:26,user_047,192.168.224.150,LOGIN,SUCCESS,"Chicago, US",Android 14,0,324,13673,normal
383,2024-01-22T11:40:23,user_001,172.22.125.151,LOGIN,SUCCESS,"New York, US",Windows 10,0,10,5000,impossible_travel
384,2024-01-22T11:55:23,user_001,91.92.248.11,LOGIN,SUCCESS,"Moscow, Russia",Ubuntu 22.04,0,30,50000,impossible_travel
385,2024-01-22T12:05:24,user_006,172.22.144.9,FILE_ACCESS,SUCCESS,"New York, US",Android 14,0,249,31897,normal
386,2024-01-22T12:55:36,user_044,172.17.78.30,LOGIN,SUCCESS,"New York, US",Windows 10,0,13,30302,normal
387,2024-01-22T13:57:29,user_012,192.168.167.144,LOGIN,SUCCESS,"Austin, US",Ubuntu 22.04,0,95,17390,normal
388,2024-01-22T14:08:19,user_032,172.31.98.61,ADMIN_PANEL,SUCCESS,"New York, US",Android 14,1,342,36392,normal
389,2024-01-22T14:52:46,user_037,192.168.154.92,ADMIN_PANEL,SUCCESS,"Austin, US",MacOS Ventura,1,114,12365,normal
390,2024-01-22T15:20:15,user_005,10.148.206.142,FILE_ACCESS,SUCCESS,"Los Angeles, US",Android 14,1,211,15500,normal
391,2024-01-22T15:53:44,user_040,10.218.204.113,LOGIN,SUCCESS,"New York, US",MacOS Ventura,1,306,26343,normal
392,2024-01-22T16:57:14,user_044,10.81.82.76,LOGIN,SUCCESS,"Los Angeles, US",Android 14,1,31,27803,normal
393,2024-01-22T17:09:10,user_038,10.239.148.215,PASSWORD_CHANGE,SUCCESS,"Seattle, US",Ubuntu 22.04,0,427,1959,normal
394,2024-01-22T17:47:45,user_039,172.22.144.9,SSH_LOGIN,SUCCESS,"Chicago, US",Windows 10,0,480,20544,normal
395,2024-01-22T18:44:05,user_049,10.221.177.204,ADMIN_PANEL,FAILURE,"New York, US",MacOS Ventura,1,467,25232,normal
396,2024-01-22T19:34:31,user_009,10.81.82.76,PASSWORD_CHANGE,FAILURE,"New York, US",Android 14,0,434,4971,normal
397,2024-01-23T09:01:53,user_017,192.168.242.146,LOGOUT,SUCCESS,"New York, US",Ubuntu 22.04,0,161,29997,normal
398,2024-01-23T09:14:19,user_033,45.142.212.100,LOGIN,FAILURE,"Shanghai, China",Windows 10,1,0,0,brute_force
399,2024-01-23T09:14:49,user_033,45.142.212.100,LOGIN,FAILURE,"Amsterdam, Netherlands",Ubuntu 22.04,2,0,0,brute_force
400,2024-01-23T09:15:19,user_033,45.142.212.100,LOGIN,FAILURE,"Shanghai, China",iOS 17,3,0,0,brute_force
